id;codigo;denominacion;planificacion;tipo;region_codigo;region_nombre;comunas;comunas_codigos;clasificacion;estado;fechaInicioVigencia;fechaPublicacion;urlPublicacion;modificacionLimiteUrbano;evaluacionAmbientalEstrategica;fechaInicioEae;fechaTerminoEae;consultaIndigena;numeroDocumento;fechaInicioElaboracion;modificacionIntegral;instrumento_origen_id;es_modificacion;codigos_modificaciones;urls_documentos;tipos_documentos;nombres_documentos;fuente;createdAt;updatedAt
3155;;interpretación_PRC_SAN FELIPE_VIALIDAD_2016.pdf;Comunal;PRC;05;05;SAN FELIPE;05701;Interpretación;Vigente;2016-01-27;;https://www.minvu.gob.cl/elementos-tecnicos/planes-reguladores-2023/region-de-valparaiso/;False;False;;;False;;;False;563;True;;;;;Plataforma Web;2025-11-06T10:29:33.194-03:00;2025-11-06T10:29:33.194-03:00
454;501956;APRUEBA PROYECTO DE ENMIENDA DEL PLANO REGULADOR COMUNAL;Comunal;PRC;05;05;SAN FELIPE;05701;Modificación;Vigente;2002-04-18;;;;;;;;797;;False;563;True;504070;https://instrumentosdeplanificacion.minvu.cl/files/maps/1956/4.797b02b.05701.pdf;Publicación D. O.;Publicación D.O.;Planilla;2025-08-01T17:57:07.314-04:00;2025-08-01T17:57:07.314-04:00
455;501957;DESAFECTA Y ELIMINA DEL PLAN REGULADOR COMUNAL VIGENTE LOS TRAMOS DE VÍAS PÚBLICAS QUE INDICA;Comunal;PRC;05;05;SAN FELIPE;05701;Modificación;Vigente;2015-05-05;;;;;;;;2740;;False;563;True;504070;https://instrumentosdeplanificacion.minvu.cl/files/maps/1957/4.2740b15d.05701.pdf;Decreto;Decreto N°2740;Planilla;2025-08-01T17:57:07.362-04:00;2025-08-01T17:57:07.362-04:00
2747;;interpretación_PRC_SAN FELIPE_ZONIFICACION R-8 (2)_2024.pdf;Comunal;PRC;05;05;SAN FELIPE;05701;Interpretación;Vigente;2024-12-13;;https://www.minvu.gob.cl/elementos-tecnicos/planes-reguladores-2023/region-de-valparaiso/;False;False;;;False;;;False;563;True;;;;;Plataforma Web;2025-10-22T10:23:29.613-03:00;2025-10-22T10:23:29.613-03:00
2748;;interpretación_PRC_SAN FELIPE_ZONIFICACION R-8_2024.pdf;Comunal;PRC;05;05;SAN FELIPE;05701;Interpretación;Vigente;2024-09-06;;https://www.minvu.gob.cl/elementos-tecnicos/planes-reguladores-2023/region-de-valparaiso/;False;False;;;False;;;False;563;True;;;;;Plataforma Web;2025-10-22T10:24:58.762-03:00;2025-10-22T10:24:58.762-03:00
541;504070;Actualización Plan Regulador Comunal de San Felipe;Comunal;PRC;05;05;SAN FELIPE;05701;Modificación;En Desarrollo;;;;True;True;;;False;No aplica;2025-08-13;False;563;True;;;;;Plataforma Web;2025-08-01T17:57:13.414-04:00;2025-08-13T11:28:54.686-04:00
457;501961;Plan Regulador Comunal de Llaillay;Comunal;PRC;05;05;LLAILLAY;05703;Instrumento de origen;Vigente;1999-04-29;;;;;;;;31-4-002;;False;457;False;504073;https://instrumentosdeplanificacion.minvu.cl/files/maps/1961/4.31-4-002a99c.05703.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/1961/4.31-4-002a99p1.05703.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/1961/4.31-4-002a99p2.05703.jpg;Publicación D. O. con Ordenanza | Plano | Plano;Publicación D.O. con Ordenanza | Plano Resolución N°31-4-002 - Lámina Zonificación | Plano Resolución N°31-4-002 - Lámina Vialidad;Planilla;2025-08-01T17:57:07.567-04:00;2025-08-01T17:57:07.567-04:00
544;504073;Actualización Plan Regulador Comunal de Llay-llay;Comunal;PRC;05;05;LLAILLAY;05703;Modificación;En Desarrollo;;;;True;True;;;False;No aplica;2025-08-13;False;457;True;;;;;Plataforma Web;2025-08-01T17:57:13.620-04:00;2025-08-13T11:40:29.103-04:00
1258;1001680;Plan Regulador Comunal de Quinchao;Comunal;PRC;10;LOS LAGOS;QUINCHAO;10210;Instrumento de origen;Vigente;1999-08-27;;;;;;;;1;;False;1258;False;1001707, 1004232;https://instrumentosdeplanificacion.minvu.cl/files/maps/1680/4.28a99c.10210.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/1680/4.28a99p.10210.jpg;Publicación D. O. con Ordenanza | Plano;Publicación D.O. y Ordenanza Resolución N°28 que aprueba Plan Regulador Comunal de Quinchao, Localidad de Achao | Plano Resolución N°28 que aprueba Plan Regulador Comunal de Quinchao, Localidad de Achao;Planilla;2025-08-01T17:58:07.279-04:00;2025-08-01T17:58:07.279-04:00
1284;1001707;APRUEBA ENMIENDA AL PLAN REGULADOR COMUNAL DE QUINCHAO, LOCALIDAD ACHAO, LA QUE MODIFICA LA ORDENANZA LOCAL EN SU ARTÍCULO 23º;Comunal;PRC;10;LOS LAGOS;QUINCHAO;10210;Modificación;Vigente;2013-08-29;;;;;;;;1;;False;1258;True;1004232;https://instrumentosdeplanificacion.minvu.cl/files/maps/1707/4.1781b13c.10210.pdf;Publicación D. O. con Ordenanza;Publicación D.O. y Ordenanza Decreto N°1781 que aprueba Enmienda al Plan Regulador Comunal de Quinchao, localidad de Achao;Planilla;2025-08-01T17:58:09.612-04:00;2025-08-01T17:58:09.612-04:00
1301;1004232;Actualización Plan Regulador Comunal de Quinchao;Comunal;PRC;10;LOS LAGOS;QUINCHAO;10210;Modificación;En Desarrollo;;;;True;True;2019-07-11;;False;No aplica;2025-08-13;False;1258;True;;;;;Plataforma Web;2025-08-01T17:58:11.117-04:00;2025-08-13T21:52:33.133-04:00
1253;1001673;Plan Regulador Comunal de Chonchi;Comunal;PRC;10;LOS LAGOS;CHONCHI;10203;Instrumento de origen;Vigente;1999-12-23;;;;;;;;1;;False;1253;False;1001692, 1004230;https://instrumentosdeplanificacion.minvu.cl/files/maps/1673/4.65a99c.10203.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/1673/4.65a99p1.10203.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/1673/4.65a99p2.10203.jpg;Publicación D. O. con Ordenanza | Plano | Plano;Publicación D.O. y Ordenanza Resolución N°65 que aprueba Plan Regulador Comunal de Chonchi | Plano Resolución N°65 que aprueba Plan Regulador Comunal de Chonchi | Plano Resolución N°65 que aprueba Plan Regulador Comunal de Chonchi;Planilla;2025-08-01T17:58:06.872-04:00;2025-08-01T17:58:06.872-04:00
1299;1004230;Actualización PRC Chonchi;Comunal;PRC;10;LOS LAGOS;CHONCHI;10203;Modificación;En Desarrollo;;;;True;True;2018-11-14;2023-02-08;False;No aplica;2025-08-13;False;1253;True;;;;;Plataforma Web;2025-08-01T17:58:10.972-04:00;2025-08-13T09:24:24.579-04:00
1270;1001692;PROMULGA ENMIENDA PLAN REGULADOR COMUNAL DE CHONCHI, ZONA ZEX-1;Comunal;PRC;10;LOS LAGOS;CHONCHI;10203;Modificación;Vigente;2009-01-17;;;;;;;;1;;False;1253;True;1004230;https://instrumentosdeplanificacion.minvu.cl/files/maps/1692/4.37b09c.10203.pdf;Publicación D. O. con Ordenanza;Publicación D.O. y Ordenanza Decreto N°37 que Promulga Enmienda al Plan Regulador Comunal de Chonchi, Zona ZEX-1;Planilla;2025-08-01T17:58:08.347-04:00;2025-08-01T17:58:08.347-04:00
2074;1300795;Plan Regulador Comunal de Vitacura;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Instrumento de origen;Vigente;1999-12-30;;;;;;;;59;;False;2074;False;1300738, 1300652, 1300533, 1300875, 1300874, 1300876, 1300608, 1300632, 1300683, 1300621, 1300526, 1300503, 1300523, 1300544, 1300588, 1300604, 1300615, 1300616, 1300609, 1300633, 1300651, 1300649, 1300661, 1300676, 1300605, 1300637, 1300623, 1300619, 1300607, 1300626, 1300630, 1300634, 1300648, 1300664, 1300618, 1300639, 1300640, 1300650, 1300673, 1300552, 1300553, 1300594, 1300610, 1300636, 1300603, 1300454, 1300455, 1300627, 1300638, 1300593, 1300624, 1300684, 1300635, 1300611, 1300663, 1300345, 1300344, 1300480, 1300481, 1300486, 1300952, 1300942, 1300904;https://instrumentosdeplanificacion.minvu.cl/files/maps/795/4.59a99c.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/795/4.59a99p1.13132.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/795/4.59a99p2.13132.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/795/4.59a99p3.13132.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/795/4.59a99p4.13132.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/795/4.59a99p5.13132.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/795/4.59a99p6.13132.jpg;Publicación D. O. con Ordenanza | Plano | Plano | Plano | Plano | Plano | Plano;Publicación D.O. y Ordenanza | Plano Resolución N°59 - Lámina Uso de Suelo 1 | Plano Resolución N°59 - Lámina Edificación 1 | Plano Resolución N°59 - Lámina Edificación 2 | Plano Resolución N°59 - Lámina Vialidad 1 | Plano Resolución N°59 - Lámina Vialidad 2 | Plano Resolución N°59 - Lámina Uso de Suelo 2;Planilla;2025-08-01T17:59:09.568-04:00;2025-08-01T17:59:09.568-04:00
1920;1300636;Modif. N°26 Equipamiento Especial 1;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2011-12-14;;;;;;;;487660;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/636/4.3-3235b11b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/636/4.3-3235b11d.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/636/4.3-3235b11m.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/636/4.3-3235b11p1.13132.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/636/4.3-3235b11p2.13132.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/636/4.3-3235b11p3.13132.jpg;Publicación D. O. | Decreto | Memoria | Plano | Plano | Plano;Publicación D.O Decreto N°3235 | Decreto N°3235 | Memoria Decreto N°3235 | Plano Decreto N°3235 | Plano Decreto N°3235 | Plano Decreto N°3235;Planilla;2025-08-01T17:58:58.326-04:00;2025-08-01T17:58:58.326-04:00
1921;1300637;Reemplazo plano de Modif. Av. Tabancura;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2006-12-26;;;;;;;;489121;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/637/4.3-3239b06b.13132.pdf;Publicación D. O.;Publicación D.O. Decreto N°3-3239;Planilla;2025-08-01T17:58:58.376-04:00;2025-08-01T17:58:58.376-04:00
1922;1300638;Asignación de normas a DUP caducas;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2013-11-25;;;;;;;;529298;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/638/4.3-3349b13b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/638/4.3-3349b13d.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/638/4.3-3349b13m.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/638/4.3-3349b13p1.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/638/4.3-3349b13p2.13132.pdf;Publicación D. O. | Decreto | Memoria | Plano | Plano;Publicación D.O. | Decreto N°3349 | Decreto N°3349 - Memoria | Plano Decreto N°3349 - Lámina 1 | Plano Decreto N°3349 - Lámina 2;Planilla;2025-08-01T17:58:58.412-04:00;2025-08-01T17:58:58.412-04:00
1923;1300639;Modif. Sector ex Clínica Vitacura;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2009-11-30;;;;;;;;558152;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/639/4.3-3428b09b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/639/4.3-3428b09m.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/639/4.3-3428b09p.13132.pdf;Publicación D. O. | Memoria | Plano;Publicación D.O. | Memoria decreto N°3-3428 | Plano usos de suelo decreto N°3-3428;Planilla;2025-08-01T17:58:58.467-04:00;2025-08-01T17:58:58.467-04:00
1924;1300640;"PROMULGA MODIFICACIÓN N°22 AL PLAN REGULADOR COMUNAL DE VITACURA DENOMINADA ""SECTOR COLEGIO SAN ESTEBAN""";Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2009-11-30;;;;;;;;558517;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/640/4.3-3429b09b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/640/4.3-3429b09m.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/640/4.3-3429b09p1.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/640/4.3-3429b09p2.13132.pdf;Publicación D. O. | Memoria | Plano | Plano;Publicación D.O. | Memoria decreto N°3-3419 | Plano 1 edificación decreto N°3-3419 | Plano 2 usos de suelo decreto N°3-3419;Planilla;2025-08-01T17:58:58.569-04:00;2025-08-01T17:58:58.569-04:00
2180;1300904;APRUEBA PLANO COMPLEMENTARIO CC-18, EMPALME AV. PDTE. KENNEDY - AV. LAS CONDES - TABANCURA;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Plano de detalle;Derogado;1996-06-27;;;;;;;;1111;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/904/5.1111a96b.13132.pdf;Publicación D. O.;Publicación D.O.;Planilla;2025-08-01T17:59:17.212-04:00;2025-08-01T17:59:17.212-04:00
1801;1300503;Modif. Calle Agua de Palo;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2005-09-05;;;;;;;;2057;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/503/4.2057b05b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/503/4.2057b05p.13132.jpg;Publicación D. O. | Plano;Publicación D.O. | Plano Decreto N°2057 - Lámina Vialidad;Planilla;2025-08-01T17:58:49.126-04:00;2025-08-01T17:58:49.126-04:00
1932;1300648;Texto refundido de la Ordenanza y Modif plano Uso de Suelo;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2008-02-21;;;;;;;;3-414;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/648/4.3-414b08b.13132.pdf;Publicación D. O.;Publicación D.O.;Planilla;2025-08-01T17:58:59.113-04:00;2025-08-01T17:58:59.114-04:00
1933;1300649;Modif. Predios remanentes aislados y Zona RUS 13;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2006-03-17;;;;;;;;3-427;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/649/4.3-427b06b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/649/4.3-427b06m.13132.pdf;Publicación D. O. | Memoria;Publicación D.O. | Memoria Dercreto Alcaldicio N°3-427 que modifica la Ordenanza del Plan Regulador Comunal de Vitacura;Planilla;2025-08-01T17:58:59.223-04:00;2025-08-01T17:58:59.223-04:00
1934;1300650;Modif. Vía Blanca y Lo Recabarren;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2010-02-05;;;;;;;;3-431;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/650/4.3-431b10b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/650/4.3-431b10m.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/650/4.3-431b10p1.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/650/4.3-431b10p2.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/650/4.3-431b10p3.13132.pdf;Publicación D. O. | Memoria | Plano | Plano | Plano;Publicación D.O. | Memoria decreto N°3.431 | Plano edificación decreto N°3.431 | Plano Usos de Suelo decreto N°3.431 | Plano Vialidaddecreto N°3.431;Planilla;2025-08-01T17:58:59.271-04:00;2025-08-01T17:58:59.271-04:00
1935;1300651;Modif. Normativa urbana;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2006-03-13;;;;;;;;3-450;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/651/4.3-450b06b.13132.pdf;Publicación D. O.;Decreto N°3-450;Planilla;2025-08-01T17:58:59.317-04:00;2025-08-01T17:58:59.317-04:00
1936;1300652;Elimina las galerías de arte en el Equipamiento Especial N°1;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2002-03-04;;;;;;;;3473;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/652/4.3473b02b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/652/4.3473b02p.13132.pdf;Publicación D. O. | Plano;Publicación D.O decreto N°3473 | Plano Decreto N°3473 - Lámina Uso de Suelo;Planilla;2025-08-01T17:58:59.466-04:00;2025-08-01T17:58:59.466-04:00
1815;1300523;Modif. Normativa Zonas U-V, U-PVEV, U-PVO y U-POC;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2005-09-20;;;;;;;;2215;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/523/4.2215b05b.13132.pdf;Publicación D. O.;Publicación D.O decreto N°2215;Planilla;2025-08-01T17:58:50.289-04:00;2025-08-01T17:58:50.289-04:00
1945;1300661;Rectifica modif. Calle San Patricio;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2006-03-22;;;;;;;;3-611;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/661/4.3-611b06b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/661/4.3-611b06d.13132.pdf;Publicación D. O. | Decreto;Publicación D.O. Decreto N°3-611 | Decreto N°3-611;Planilla;2025-08-01T17:59:00.273-04:00;2025-08-01T17:59:00.273-04:00
1818;1300526;Modif. Av. Las Condes, sector Club de Campo;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2004-09-08;;;;;;;;2253;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/526/4.2253b04b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/526/4.2253b04p.13132.pdf;Publicación D. O. | Plano;Publicación D.O. | Plano Decreto N°2253;Planilla;2025-08-01T17:58:50.512-04:00;2025-08-01T17:58:50.512-04:00
1947;1300663;Área verde Costanera Sur Oriente;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2018-04-03;;;;;;;;3-646;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/663/4.3-646b18b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/663/4.3-646b18d.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/663/4.3-646b18m.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/663/4.3-646b18p1.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/663/4.3-646b18p2.13132.pdf;Publicación D. O. | Decreto | Memoria | Plano | Plano;Publicación D.O. | Decreto N°646 | Decreto N°646 - Memoria | Plano Decreto N°646 - Lámina 1 | Plano Decreto N°646 - Lámina 2;Planilla;2025-08-01T17:59:00.421-04:00;2025-08-01T17:59:00.421-04:00
1948;1300664;Describe puntos y tramos del ímilte comunal, y corrige error tipográfico del Área E-Am5;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2008-03-08;;;;;;;;3-652;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/664/4.3-652b08b.13132.pdf;Publicación D. O.;Publicación D.O decreto N°3-652;Planilla;2025-08-01T17:59:00.471-04:00;2025-08-01T17:59:00.471-04:00
1786;1300486;Subsanación de errores de transcripción de los planos diversas publicaciones;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2020-03-05;;;;;;;;19-540;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/486/4.19-540b20b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/486/4.19-540b20d.13132.pdf;Publicación D. O. | Decreto;Publicación D.O. | Decreto N°540;Planilla;2025-08-01T17:58:47.968-04:00;2025-08-01T17:58:47.968-04:00
1825;1300533;Reemplaza las normas urbanísticas del Área E-e2 Parques Metropolitanos;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2002-10-04;;;;;;;;2314;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/533/4.2314b02b.13132.pdf;Publicación D. O.;Publicación D.O decreto N°2314;Planilla;2025-08-01T17:58:50.971-04:00;2025-08-01T17:58:50.971-04:00
1956;1300673;Modif. Santa María de Manquehue;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2010-03-05;;;;;;;;3-745;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/673/4.3-745b10b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/673/4.3-745b10m.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/673/4.3-745b10p1.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/673/4.3-745b10p2.13132.pdf;Publicación D. O. | Memoria | Plano | Plano;Publicación D.O. | Memoria decreto N°3-745 | Plano edificación decreto N°3-745 | Plano edificación decreto N°3-745;Planilla;2025-08-01T17:59:01.263-04:00;2025-08-01T17:59:01.263-04:00
2213;1300942;Plano Seccional Av. Nva. Costanera;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Plano de detalle;Vigente;2015-12-24;;;;;;;;2582;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/942/5.2582b15b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/942/5.2582b15p1.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/942/5.2582b15p2.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/942/5.2582b15p3.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/942/5.2582b15p4.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/942/5.2582b15p5.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/942/5.2582b15p6.13132.pdf;Publicación D. O. | Plano | Plano | Plano | Plano | Plano | Plano;Publicación D.O. | Plano Decreto N°2582 - Lámina 1 | Plano Decreto N°2582 - Lámina 2 | Plano Decreto N°2582 - Lámina 3 | Plano Decreto N°2582 - Lámina 4 | Plano Decreto N°2582 - Lámina 5 | Plano Decreto N°2582 - Lámina 6;Planilla;2025-08-01T17:59:19.476-04:00;2025-08-01T17:59:19.476-04:00
1959;1300676;Modif. Av. Tabancura y Av. Vitacura;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2006-03-31;;;;;;;;3-763;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/676/4.3-763b06b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/676/4.3-763b06m.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/676/4.3-763b06p1.13132.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/676/4.3-763b06p2.13132.jpg;Publicación D. O. | Memoria | Plano | Plano;Publicación D.O. | Memoria Dercreto Alcaldicio N°3-763 de la Modificación N°5 al Plan Regulador Comunal de Vitacura | Plano Decreto N°763 - Lámina 1 | Plano Decreto N°763 - Lámina 2;Planilla;2025-08-01T17:59:01.381-04:00;2025-08-01T17:59:01.381-04:00
1836;1300544;Modif. Normativa urbana para dos predios en calle Chinquihue;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2005-10-14;;;;;;;;2459;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/544/4.2459b05b.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/544/4.2459b05m.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/544/4.2459b05p1.13132.jpg | https://instrumentosdeplanificacion.minvu.cl/files/maps/544/4.2459b05p2.13132.jpg;Publicación D. O. | Memoria | Plano | Plano;Publicación D.O. | Memoria Decreto Alcaldicio de la Modificación N°10 al Plan Regulador Comunal de Vitacura | Plano Decreto N°2459 - Lámina Edificación | Plano Decreto N°2459 - Lámina Uso de Suelo;Planilla;2025-08-01T17:58:51.768-04:00;2025-08-01T17:58:51.768-04:00
1966;1300683;Modif. Art. 9, 10, 41 y 42 Ordenanza Local;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2004-04-26;;;;;;;;3-886;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/683/4.3-886b04c.13132.pdf;Publicación D. O. con Ordenanza;Publicación D.O. con Ordenanza Memoria Dercreto Alcaldicio N°3-886 de la Modificación N°1 al Plan Regulador Comunal de Vitacura;Planilla;2025-08-01T17:59:01.883-04:00;2025-08-01T17:59:01.883-04:00
1967;1300684;Deja sin efecto DUP;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2015-04-29;;;;;;;;3-890;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/684/4.3-890b15b.13132.pdf;Publicación D. O.;Publicación D.O.;Planilla;2025-08-01T17:59:01.923-04:00;2025-08-01T17:59:01.923-04:00
2222;1300952;Plano Seccional Espacio público Av. Tabancura;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Plano de detalle;Vigente;2012-11-09;;;;;;;;413881;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/952/5.3-3033b12c.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/952/5.3-3033b12d.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/952/5.3-3033b12p1.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/952/5.3-3033b12p2.13132.pdf | https://instrumentosdeplanificacion.minvu.cl/files/maps/952/5.3-3033b12x.13132.pdf;Publicación D. O. con Ordenanza | Decreto | Plano | Plano | Otro no especificado;Publicación D.O. decreto N°3-3033 | Decreto N°3-3033 | Plano decreto N°3-3033 | Plano decreto N°3-3033 | Especificaciones técnicas decreto N°3-3033;Planilla;2025-08-01T17:59:20.164-04:00;2025-08-01T17:59:20.164-04:00
1843;1300552;Asignación de normas a DUP caducas;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2010-08-12;;;;;;;;2571;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/552/4.2571b10d.13132.pdf;Decreto;Decreto N°2571;Planilla;2025-08-01T17:58:52.363-04:00;2025-08-01T17:58:52.363-04:00
1844;1300553;Rectifica publicación del 12.08.2010;Comunal;PRC;13;METROPOLITANA DE SANTIAGO;VITACURA;13132;Modificación;Vigente;2010-08-13;;;;;;;;2571;;False;2074;True;;https://instrumentosdeplanificacion.minvu.cl/files/maps/553/4.2571b10x.13132.pdf;Otro no especificado;Rectificación Decreto N°2571;Planilla;2025-08-01T17:58:52.524-04:00;2025-08-01T17:58:52.524-04:00
